"","length_hostname","ip","special_char","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","nb_subdomains","prefix_suffix","nb_redirection","char_repeat","shortest_words_raw","phish_hints","domain_registration_length","domain_age","web_traffic","google_index","page_rank","status"
"9484",19,"0",7,1,0,0,0,"1",0,0,2,"0",1,4,3,0,6.65544035036765,6529,13.2207977627014,"0",4,"0"
"9485",50,"1",14,0,1,0,0,"0",0.140625,0,3,"1",0,5,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"9490",37,"0",11,0,0,0,0,"1",0.089285714,0.054054054,3,"0",0,3,1,0,7.13886699994552,5466,4.31748811353631,"1",4,"1"
"9492",18,"0",5,1,0,0,0,"1",0,0,2,"0",0,4,3,0,5.60947179518496,93,0,"1",0,"1"
"9493",14,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,3,0,3.98898404656427,7253,13.7572668495228,"1",1,"1"
"9494",10,"0",6,0,0,0,0,"0",0,0,1,"0",0,0,5,0,4.34380542185368,4672,4.51085950651685,"0",9,"0"
"9497",16,"0",9,0,0,0,0,"0",0,0,2,"0",0,3,2,0,5.88610403145016,6215,8.06085575293432,"0",5,"0"
"9499",15,"0",16,1,0,0,0,"0",0.030927835,0,2,"0",0,5,2,0,7.539027055824,7982,9.49461665129313,"0",5,"0"
"9501",27,"0",9,0,0,0,0,"1",0.158730159,0,2,"0",0,1,3,0,0,2783,15.8520884390079,"1",2,"1"
"9503",18,"0",13,1,1,0,0,"1",0,0,3,"1",0,3,3,0,5.13579843705026,6405,0,"1",2,"1"
"9504",25,"0",10,0,0,0,0,"1",0,0,3,"0",0,1,1,1,5.38449506278909,5627,0,"1",5,"1"
"9505",29,"0",8,0,0,0,0,"1",0,0,2,"1",1,1,2,2,6.06610809010375,4684,0,"1",4,"1"
"9507",50,"1",13,0,1,0,0,"0",0.141732283,0,3,"1",1,2,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"9510",16,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.93224518744801,5832,14.6842697532649,"0",3,"0"
"9511",19,"0",8,1,1,0,0,"1",0,0,2,"1",1,3,3,0,4.53259949315326,5751,8.23217423638394,"0",5,"0"
"9513",27,"0",13,0,0,0,0,"1",0.075,0,3,"0",1,1,2,0,3.58351893845611,5443,0,"1",2,"0"
"9514",24,"0",16,1,1,0,0,"1",0,0,2,"0",1,4,2,0,6.45047042214418,4847,8.70963008195129,"0",5,"0"
"9516",25,"0",7,0,0,0,0,"1",0.047619048,0.08,3,"0",1,1,3,1,5.77455154554441,6253,12.5147221078552,"1",1,"1"
"9517",12,"0",8,0,0,0,0,"1",0,0,2,"0",0,0,4,1,3.78418963391826,6532,0,"1",0,"1"
"9519",26,"0",6,0,0,0,0,"1",0.058823529,0.076923077,2,"0",1,2,8,0,5.88887795833288,7309,0,"0",5,"1"
"9520",12,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,4.75359019110636,8649,14.1590676377087,"0",4,"0"
"9521",14,"1",10,0,0,0,1,"0",0.226190476,0,2,"0",0,3,3,0,5.90263333340137,2192,0,"1",0,"1"
"9522",28,"0",13,0,0,0,0,"0",0.056818182,0,2,"0",0,1,4,1,5.77455154554441,4062,4.60517018598809,"0",5,"0"
"9523",11,"0",5,0,0,0,0,"1",0.055555556,0.090909091,2,"0",0,0,4,0,5.78996017089725,3691,14.4517291218083,"0",2,"0"
"9524",20,"1",14,1,1,0,0,"1",0.1125,0,3,"0",2,6,2,0,5.90263333340137,9131,9.65258732417688,"1",6,"0"
"9525",15,"0",10,0,0,0,0,"0",0.111111111,0,2,"0",0,1,1,1,7.99833539595298,8347,0.693147180559945,"1",10,"1"
"9526",24,"0",8,1,0,0,0,"1",0,0,2,"0",0,4,3,0,5.39816270151775,5259,13.2701348964389,"0",3,"0"
"9527",15,"0",11,1,0,0,0,"0",0.089285714,0,2,"0",0,4,1,0,5.34233425196481,5636,1.09861228866811,"0",10,"0"
"9530",29,"0",13,0,0,0,0,"0",0.048543689,0,2,"0",0,1,2,0,5.78382518232974,4059,4.60517018598809,"0",5,"0"
"9531",17,"0",7,0,0,0,0,"1",0,0,2,"0",0,0,5,0,5.61677109766657,90,0,"1",2,"1"
"9533",23,"1",7,0,0,0,0,"1",0.272727273,0,1,"0",1,1,2,0,4.35670882668959,5767,0,"1",2,"1"
"9534",13,"0",6,1,0,0,0,"0",0,0,2,"0",0,6,3,0,7.46164039220858,4104,10.8090408438675,"0",3,"0"
"9535",23,"0",7,1,0,0,0,"1",0,0,3,"0",0,3,3,0,6.15485809401642,3913,15.8442275908358,"0",2,"0"
"9536",19,"0",6,0,0,0,0,"0",0.035714286,0.052631579,2,"0",0,0,6,1,5.55682806169954,4489,0,"0",3,"1"
"9537",28,"1",14,0,1,0,0,"0",0.265822785,0,3,"1",0,3,1,0,4.7361984483945,252,14.7721210142422,"1",0,"1"
"9538",30,"0",15,0,0,0,0,"0",0.06741573,0,3,"0",0,1,1,0,6.3750248198281,7448,5.95583736946483,"0",8,"0"
"9539",25,"0",7,0,0,0,0,"1",0,0,2,"1",0,0,4,0,5.92157841964382,7297,0,"0",5,"0"
"9541",24,"0",6,0,0,0,0,"1",0.0625,0.083333333,2,"0",1,1,8,0,5.91620206260743,7299,0,"0",5,"0"
"9543",16,"0",7,0,0,0,0,"1",0,0,1,"0",0,1,2,0,0,2674,15.9307814918405,"0",3,"0"
"9544",36,"0",9,0,0,0,0,"0",0.054545455,0.083333333,3,"0",0,4,2,1,6.46925031679577,1546,8.44891435066294,"1",2,"1"
"9545",20,"0",8,0,0,0,0,"0",0,0,2,"0",0,0,1,0,6.95654544315157,5159,15.8958810430426,"0",8,"0"
"9546",31,"1",37,1,0,0,0,"1",0.173913043,0,3,"1",0,8,1,3,0,3808,0,"1",0,"1"
"9547",20,"0",18,1,0,0,0,"1",0,0,2,"0",1,6,3,0,7.60439634879634,8219,9.07749445864275,"0",5,"0"
"9548",27,"0",9,1,0,0,0,"0",0.015151515,0,2,"0",0,5,2,1,5.37989735354046,2706,12.1860127851524,"1",4,"0"
"9549",20,"0",8,1,0,0,0,"0",0,0,3,"0",0,3,3,0,5.86929691313377,5491,14.8810133949558,"0",3,"0"
"9550",29,"0",8,1,0,0,0,"0",0,0,2,"0",0,4,3,0,5.01063529409626,581,13.5873871276097,"0",3,"1"
"9553",18,"0",10,1,0,0,0,"1",0,0,3,"0",0,3,3,0,6.63068338564237,1800,0,"1",1,"1"
"9554",24,"0",6,0,0,0,0,"1",0,0,2,"0",1,1,8,0,4.46590811865458,2835,0,"1",2,"1"
"9557",21,"0",14,1,0,0,0,"1",0,0,3,"0",1,3,2,0,5.85220247977447,7688,12.8558529293849,"0",4,"0"
"9558",19,"1",16,1,0,0,0,"0",0.108108108,0,3,"0",0,5,3,2,6.41345895716736,7792,6.32435896238131,"0",8,"0"
"9560",14,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.614312146452,3088,14.7817736121264,"0",2,"0"
"9561",27,"0",12,0,0,0,0,"0",0.12745098,0,2,"0",0,7,1,0,8.11820704940578,7968,6.7945865808765,"0",7,"1"
"9562",37,"1",14,0,0,0,0,"1",0.23364486,0.540540541,3,"0",2,11,1,0,5.40267738187228,7083,0,"1",4,"1"
"9563",19,"0",11,0,0,0,0,"1",0,0,2,"0",0,2,3,0,7.31121838441963,8000,12.378718375458,"0",4,"0"
"9565",29,"0",5,0,0,0,0,"1",0,0,2,"0",0,1,9,1,5.64544689764324,7412,14.2609044618094,"1",2,"1"
"9566",18,"0",12,1,0,0,0,"1",0.089552239,0,2,"0",3,4,3,0,5.86929691313377,6587,7.89133075766189,"0",6,"0"
"9568",25,"1",7,0,0,0,0,"1",0.272727273,0.36,3,"0",0,1,2,1,6.95654544315157,3698,12.0990774611959,"1",4,"1"
"9569",36,"0",5,0,0,0,0,"1",0,0,2,"0",1,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"9570",19,"0",7,1,0,0,0,"1",0,0,2,"0",0,3,2,0,6.6682282484174,2865,0,"1",0,"1"
"9572",19,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.35185813347607,1616,0,"0",3,"0"
"9573",38,"0",11,0,0,0,0,"1",0,0,3,"0",0,3,1,0,5.43372200355424,5616,0,"1",5,"1"
"9574",28,"0",7,1,0,0,0,"1",0,0,2,"0",1,4,3,0,5.97380961186926,5086,10.8839729964523,"0",5,"0"
"9575",21,"0",7,1,0,0,0,"0",0,0,2,"1",0,3,3,0,5.73009978297357,6998,14.7057414630365,"0",2,"0"
"9576",15,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,3.29583686600433,2166,13.7088825727395,"0",2,"0"
"9577",16,"0",4,0,0,0,0,"1",0,0,1,"0",1,0,13,0,5.8111409929767,1493,0,"0",2,"0"
"9581",15,"0",7,0,0,0,0,"1",0,0,1,"0",0,2,4,0,5.17614973257383,4937,11.0726514971552,"0",5,"0"
"9582",20,"0",5,0,0,0,0,"1",0,0,1,"0",1,2,16,0,7.30114780585603,2172,13.9380626480258,"1",4,"1"
"9583",26,"0",6,0,0,0,0,"0",0,0,2,"0",0,1,4,0,4.44265125649032,2837,0,"1",2,"1"
"9584",30,"0",6,0,0,0,0,"1",0,0,2,"0",1,2,8,0,7.82803803212583,6256,6.53524127101366,"0",6,"0"
"9586",17,"0",13,0,0,0,0,"1",0,0,2,"0",3,2,3,0,6.05443934626937,6149,9.37982994995476,"1",5,"0"
"9587",23,"0",5,0,0,0,0,"1",0.1,0.130434783,2,"0",1,3,8,0,5.92692602597041,7295,0,"1",5,"1"
"9588",21,"0",5,0,0,0,0,"1",0,0,2,"0",2,0,6,0,6.9555926083963,5160,0,"0",8,"0"
"9589",18,"0",9,0,0,0,0,"0",0,0,3,"0",0,0,1,0,6.80903930604298,7130,2.56494935746154,"1",7,"0"
"9591",20,"0",7,1,0,0,0,"0",0,0,2,"1",0,3,3,0,6.99576615630485,6304,12.9675721591428,"0",3,"0"
"9593",18,"0",5,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.4553211153577,862,0,"0",0,"1"
"9594",23,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.83188247728352,3312,13.6337488444288,"0",4,"0"
"9595",22,"1",8,0,0,0,0,"1",0.298701299,0.272727273,2,"0",0,3,3,0,4.11087386417331,5783,10.8284803117042,"1",4,"1"
"9596",18,"0",12,1,0,0,0,"1",0.12244898,0,3,"1",0,3,1,0,5.08759633523238,3857,14.3736950363504,"1",4,"0"
"9598",24,"1",18,0,0,0,0,"1",0.129032258,0,3,"0",0,6,1,0,5.50938833662798,5232,0,"0",7,"0"
"9599",46,"1",13,1,1,0,0,"0",0.170731707,0,3,"0",1,6,2,0,3.25809653802148,3992,15.5572341874912,"1",0,"1"
"9604",23,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,5.39816270151775,7449,14.0835639929828,"0",5,"0"
"9605",8,"0",5,0,0,0,0,"1",0,0,1,"0",0,0,4,0,6.59441345974978,4383,0,"1",2,"1"
"9606",12,"1",7,1,0,0,0,"1",0.212121212,0,2,"0",2,5,3,0,7.14045304310116,8964,4.26267987704132,"0",8,"0"
"9607",29,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,0,1456,0,"0",1,"0"
"9608",18,"0",11,0,0,0,0,"1",0.031746032,0,2,"0",0,3,3,1,5.71702770140622,2254,0,"1",0,"1"
"9609",21,"0",9,1,0,0,0,"0",0,0,2,"0",0,3,3,0,4.4188406077966,5032,16.0004007114214,"0",2,"0"
"9610",20,"0",9,1,1,0,0,"0",0,0,3,"0",0,3,1,0,8.15478757276852,8047,7.86518795418747,"0",6,"0"
"9613",15,"0",10,1,0,0,0,"1",0,0,3,"0",0,3,2,0,7.30921236569276,5812,9.27472263090545,"0",5,"0"
"9616",16,"0",11,0,0,0,0,"0",0.071428571,0,2,"0",0,1,1,1,7.99833539595298,8347,0.693147180559945,"1",10,"1"
"9617",26,"0",6,0,0,0,0,"0",0.028571429,0.038461538,2,"0",0,2,10,0,4.45434729625351,2837,15.2201280210498,"1",2,"1"
"9618",22,"0",11,0,0,0,0,"1",0,0,1,"1",2,1,2,2,4.7361984483945,2809,0,"1",0,"1"
"9619",20,"0",7,1,0,0,0,"1",0,0,2,"0",0,3,3,0,6.25382881157547,212,0,"1",0,"1"
"9620",10,"0",5,0,0,0,0,"0",0.041666667,0,1,"0",1,3,5,0,5.81413053182507,5509,13.5760013163137,"1",2,"1"
"9621",16,"0",6,1,0,0,0,"1",0,0,2,"0",0,4,3,0,5.23110861685459,3466,12.8517193299413,"0",4,"0"
"9622",12,"0",6,0,0,0,0,"1",0,0,1,"0",1,0,2,0,4.52178857704904,1735,14.6319889103257,"1",2,"1"
"9624",16,"0",9,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80903930604298,7130,2.56494935746154,"0",7,"0"
"9627",17,"0",6,1,0,0,0,"1",0,0,2,"0",0,4,3,0,5.50938833662798,3040,11.634992643899,"0",4,"0"
"9628",39,"0",10,0,0,0,0,"1",0.127659574,0.153846154,3,"0",0,2,1,0,5.44673737166631,5612,15.5845722028549,"1",5,"1"
"9629",16,"0",16,1,0,0,0,"1",0.011111111,0,2,"0",1,3,1,0,4.17438726989564,5414,10.9311228598153,"0",4,"0"
"9630",16,"0",6,0,0,0,0,"1",0,0,2,"0",0,3,3,0,4.00733318523247,7251,13.7539180929387,"1",1,"1"
"9631",20,"0",6,0,0,0,0,"0",0.068965517,0.1,2,"0",0,1,7,0,5.44241771052179,5613,0,"1",5,"1"
"9632",16,"0",9,1,0,0,0,"1",0,0,3,"0",0,6,3,0,7.97315543344413,7692,13.1275797484533,"0",5,"0"
"9633",14,"1",15,0,0,0,0,"1",0.094117647,0,1,"0",1,2,2,0,3.87120101090789,5797,7.32580750259577,"0",7,"0"
"9634",9,"0",16,0,0,0,0,"1",0,0,3,"0",1,1,1,0,5.33753807970132,2350,0,"1",2,"1"
"9636",16,"0",8,0,0,0,0,"0",0,0,2,"0",0,1,2,0,6.80572255341699,7132,2.56494935746154,"0",7,"0"
"9637",16,"0",10,1,0,0,0,"0",0,0,3,"0",0,3,3,0,5.45958551414416,7071,11.241077370821,"0",5,"0"
"9638",20,"0",12,1,0,0,0,"1",0.107692308,0,3,"0",0,6,3,0,0,8592,8.36497397843873,"0",5,"0"
"9639",16,"0",7,1,0,0,0,"0",0,0,2,"0",1,5,2,0,5.01063529409626,582,12.3839719385135,"1",3,"1"
"9640",19,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,1,0,5342,14.6975153884478,"0",3,"0"
"9641",50,"1",13,0,1,0,0,"1",0.169354839,0,3,"1",1,4,2,0,3.2188758248682,3993,15.5572341874912,"1",0,"1"
"9642",13,"0",10,0,0,0,0,"1",0.058823529,0,1,"0",0,2,1,1,5.82304589548302,4410,0,"1",2,"1"
"9643",14,"0",7,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.79605775076537,6977,11.6971369014826,"0",5,"0"
"9644",18,"0",14,1,0,0,0,"1",0.073529412,0,2,"0",1,4,1,0,4.38202663467388,5034,12.2277216065185,"0",4,"0"
"9646",21,"0",6,0,0,0,0,"1",0,0,2,"0",1,1,7,0,7.40610338123702,6391,6.02586597382531,"0",5,"0"
"9647",43,"0",12,0,1,0,0,"1",0.071428571,0.046511628,3,"0",0,3,2,1,5.4249500174814,505,0,"1",0,"1"
"9649",16,"1",21,1,0,0,0,"0",0.236486486,0,2,"1",0,6,1,1,6.35957386867238,883,0,"1",0,"1"
"9651",23,"0",10,1,0,0,0,"1",0,0,3,"0",0,4,2,0,3.29583686600433,8373,14.1177772558237,"0",4,"0"
"9652",45,"1",12,0,0,0,0,"0",0.242857143,0.377777778,3,"0",0,3,1,0,5.43372200355424,5616,0,"1",5,"1"
"9653",24,"0",5,1,0,0,0,"1",0,0,2,"0",0,3,3,0,4.31748811353631,3579,14.9624916522015,"0",2,"0"
"9656",17,"0",9,0,0,0,0,"1",0,0,1,"0",0,1,2,1,5.35185813347607,155,16.0830437482273,"1",0,"1"
"9660",15,"0",11,1,0,0,0,"1",0,0,2,"0",1,3,1,0,6.23048144757848,8829,7.8770178956224,"0",6,"0"
"9661",21,"0",7,0,0,0,0,"0",0,0,2,"1",0,0,2,0,5.92425579741453,7296,0,"1",5,"1"
"9663",31,"0",9,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.31811999384422,2718,0,"0",2,"0"
"9665",21,"0",7,0,0,0,0,"1",0.146341463,0.285714286,2,"0",0,0,5,0,7.89989532313973,7530,10.0557364250738,"1",4,"1"
"9666",16,"0",8,1,0,0,0,"1",0.04,0,3,"0",0,4,3,0,5.68697535633982,7376,15.6659564582044,"0",5,"0"
"9667",16,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.12249280951439,9041,14.4763845155739,"0",4,"0"
"9668",18,"0",9,1,0,0,0,"0",0.018181818,0.055555556,2,"0",1,3,2,0,5.19295685089021,3839,9.97194027817057,"1",6,"0"
"9670",17,"0",8,0,0,0,0,"0",0,0,3,"0",1,1,4,0,0,1818,15.897670027729,"1",0,"1"
"9671",49,"1",12,0,0,0,0,"0",0.242857143,0.346938776,3,"0",0,3,1,0,5.3890717298165,5626,0,"1",5,"1"
"9672",50,"1",10,0,1,0,0,"1",0.144736842,0,3,"1",1,3,2,0,2.77258872223978,4003,15.5762295511474,"1",0,"1"
"9673",19,"1",13,1,0,0,0,"1",0.150943396,0,2,"1",1,12,2,3,4.99043258677874,2046,0,"1",0,"1"
"9678",14,"0",7,0,0,0,0,"0",0.047619048,0.142857143,2,"0",0,2,3,0,7.79605797431612,1953,8.38160253710989,"0",3,"1"
"9681",13,"0",7,1,0,0,0,"0",0,0,2,"0",1,3,3,1,8.05927622330565,3777,8.7528975247753,"0",7,"0"
"9682",18,"0",8,0,0,0,0,"0",0,0,3,"0",0,0,1,0,6.80572255341699,7133,2.56494935746154,"1",7,"0"
"9683",42,"0",13,1,1,0,0,"1",0.08,0.142857143,3,"0",0,4,1,0,5.38449506278909,5626,0,"1",5,"1"
"9684",16,"0",13,1,1,0,0,"1",0.103896104,0,3,"0",2,6,2,0,4.79579054559674,9010,13.0101348866613,"1",5,"0"
"9685",27,"1",8,1,0,0,0,"0",0.337662338,0,3,"0",0,6,3,0,5.37063802812766,152,15.4267210983647,"1",0,"1"
"9686",28,"0",9,1,0,0,0,"1",0,0,3,"0",0,5,3,0,5.23110861685459,7119,12.006859221066,"0",5,"0"
"9687",13,"0",13,0,0,0,0,"1",0,0,3,"1",2,1,2,4,4.62497281328427,630,0,"1",2,"1"
"9689",11,"0",7,0,0,0,0,"1",0,0,2,"1",0,0,2,0,5.74300318780948,54,0,"1",0,"1"
"9690",16,"0",7,1,0,0,0,"0",0,0,2,"0",0,5,3,0,7.9391588179568,8520,2.19722457733622,"0",10,"0"
"9692",20,"0",15,0,0,0,0,"1",0.02247191,0,2,"1",1,1,2,0,7.14440718032114,4211,12.0159225253416,"1",4,"0"
"9693",21,"0",8,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.50938833662798,3772,10.4701073266243,"0",4,"0"
"9695",25,"0",9,0,0,0,0,"1",0.02,0.04,2,"0",1,0,2,0,5.34233425196481,5271,15.2351722364154,"1",0,"1"
"9697",16,"1",35,2,1,0,1,"0",0.312121212,0,3,"0",0,15,2,0,8.04044688130311,7490,5.93224518744801,"0",7,"1"
"9698",22,"0",7,0,0,0,0,"1",0,0,2,"1",0,0,3,0,5.82304589548302,27,0,"1",0,"1"
"9699",28,"0",9,0,0,0,0,"1",0.23255814,0.357142857,3,"0",2,1,1,0,5.8348107370626,2215,13.3489713207764,"1",1,"1"
"9701",50,"1",14,0,1,0,0,"1",0.141732283,0,3,"1",0,6,2,0,3.25809653802148,3992,15.5556217575278,"1",0,"1"
"9702",26,"0",11,0,0,0,0,"1",0.032258065,0,3,"0",0,1,3,0,0,12712,7.01929665371504,"1",6,"0"
"9704",19,"0",7,1,0,0,0,"1",0,0,2,"1",1,3,3,0,5.82894561761021,3313,12.8607310450092,"0",3,"0"
"9706",22,"0",11,1,0,0,0,"0",0,0,2,"0",0,3,2,0,4.68213122712422,4641,8.72696777499149,"0",6,"0"
"9707",24,"0",8,1,1,0,0,"1",0,0,2,"0",0,4,3,0,6.02102334934953,4545,12.4464783449523,"0",4,"1"
"9708",19,"0",8,1,0,0,0,"1",0,0,2,"1",0,3,3,0,6.38687931936265,8539,10.2895319604047,"0",5,"0"
"9710",21,"0",7,0,0,0,0,"0",0,0,2,"1",0,0,4,0,0,1,0,"1",0,"1"
"9712",21,"0",6,0,0,0,0,"1",0.027777778,0,2,"0",0,1,7,0,7.86211221166275,2881,8.65782432115598,"1",4,"1"
"9713",16,"0",8,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80572255341699,7132,2.56494935746154,"0",7,"0"
"9714",16,"0",8,0,0,0,0,"0",0,0,2,"0",0,1,2,0,6.80572255341699,7133,2.56494935746154,"0",7,"0"
"9715",15,"0",8,1,0,0,0,"0",0.046511628,0,2,"0",0,3,1,0,5.34233425196481,5636,1.09861228866811,"0",10,"0"
"9716",25,"0",8,0,0,0,0,"0",0.125,0.32,3,"0",0,1,3,0,4.81218435537242,1338,10.0083879623615,"1",6,"1"
"9717",21,"1",11,1,1,0,0,"1",0.239130435,0,3,"0",0,6,2,0,4.67282883446191,259,0,"1",1,"1"
"9719",66,"0",11,0,0,0,0,"1",0,0,3,"0",0,0,4,0,6.37161184723186,8181,12.0899769355388,"1",4,"0"
"9720",17,"1",37,0,0,0,0,"0",0.329411765,0,3,"0",0,6,2,1,5.06890420222023,9338,3.09104245335832,"0",5,"1"
"9721",13,"1",21,0,0,0,0,"0",0.219178082,0,1,"1",0,10,2,3,5.76519110278484,778,0,"1",1,"1"
"9722",31,"0",10,0,0,0,0,"1",0.037037037,0,2,"1",1,1,5,0,4.0943445622221,2132,9.77394818118114,"1",4,"0"
"9724",20,"0",5,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.89440283426485,734,15.187122660298,"0",2,"1"
"9727",14,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,4.43081679884331,4666,13.5240051860086,"0",3,"0"
"9728",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.6970934865054,1163,0,"0",2,"0"
"9729",214,"0",21,0,1,0,0,"1",0.178707224,0.196261682,3,"0",0,4,3,1,8.06589354696427,2660,0,"1",4,"1"
"9730",9,"0",7,0,0,0,0,"1",0,0,1,"0",1,0,4,1,5.73979291217923,2247,10.8284010017012,"0",5,"0"
"9731",42,"1",13,0,1,0,0,"0",0.108333333,0,3,"0",0,1,2,0,3.25809653802148,3992,15.5556217575278,"1",0,"1"
"9732",17,"0",7,0,0,0,0,"1",0,0,3,"0",1,0,3,1,5.49306144334055,7062,14.3811868013271,"1",1,"1"
"9734",20,"0",10,1,0,0,0,"0",0,0,3,"0",0,5,3,0,6.36475075685191,6724,9.5101486242258,"0",5,"0"
"9735",19,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.06145691892802,2858,12.5821226744015,"0",4,"0"
"9736",22,"0",14,0,0,0,0,"0",0,0,1,"1",0,2,2,3,5.5683445037611,835,0,"1",0,"1"
"9737",34,"0",9,1,0,0,0,"1",0.1875,0.088235294,3,"0",1,4,3,0,5.20948615284142,184,0,"1",0,"1"
"9740",18,"0",12,0,0,0,0,"0",0.108108108,0,3,"1",1,3,2,0,5.65948221575962,10673,3.17805383034795,"1",8,"0"
"9741",21,"1",8,0,0,0,0,"0",0.264705882,0.428571429,2,"0",0,0,1,0,6.9555926083963,5160,0,"0",8,"0"
"9742",16,"0",7,0,0,0,0,"1",0,0,2,"0",2,1,4,2,7.9976631270201,8348,0.693147180559945,"0",10,"1"
"9743",14,"0",13,1,0,0,0,"0",0.068181818,0,2,"1",0,4,3,0,5.75257263882563,6991,8.41737285613403,"0",5,"0"
"9744",19,"0",9,1,0,0,0,"1",0.053571429,0,2,"0",1,6,3,0,4.59511985013459,6111,0,"0",3,"0"
"9745",15,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,8,0,4.61512051684126,995,0,"0",1,"0"
"9746",20,"0",7,1,0,0,0,"0",0,0,2,"0",0,4,3,1,7.37963215260955,9091,10.1608779292455,"0",4,"0"
"9747",13,"0",15,1,0,0,0,"0",0,0,2,"0",0,3,1,0,7.20563517641036,7419,5.65599181081985,"0",7,"0"
"9748",15,"0",9,0,0,0,0,"0",0.019230769,0,2,"0",0,1,3,0,5.08140436498446,2397,15.845409246025,"1",1,"1"
"9749",16,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.26269018890489,4190,9.9865871217057,"0",6,"0"
"9751",23,"0",5,0,0,0,0,"0",0.096774194,0.130434783,2,"0",0,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"9752",20,"1",10,0,0,0,0,"0",0.181818182,0,2,"1",0,0,3,0,5.88610403145016,4,0,"1",0,"1"
"9753",19,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.8111409929767,1128,0,"0",0,"0"
"9754",19,"1",16,1,0,0,0,"1",0.079545455,0,3,"0",1,4,3,0,6.60123011872888,8758,6.85435450225502,"0",8,"0"
"9756",7,"0",12,0,0,0,0,"1",0,0,1,"0",1,1,3,0,0,3565,10.5714451220224,"0",6,"0"
"9757",16,"0",8,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.63835466933375,451,0,"1",0,"1"
"9760",26,"0",20,0,0,0,0,"0",0.060606061,0,2,"1",1,4,1,0,5.94542060860658,8019,0,"1",4,"1"
"9761",24,"0",10,1,0,0,0,"1",0,0,3,"0",1,5,3,0,6.45519856334012,5208,10.2363461248732,"0",5,"0"
"9762",11,"0",5,0,0,0,0,"0",0,0,1,"0",2,1,5,0,5.36129216570943,519,0,"1",0,"1"
"9763",18,"0",17,0,0,0,0,"1",0,0,2,"1",2,0,2,0,6.91572344863131,9221,0,"1",4,"0"
"9765",20,"0",9,1,0,0,0,"0",0,0,3,"0",0,3,3,0,8.04686951095958,6739,9.2687036152731,"0",6,"0"
"9766",25,"0",15,1,0,0,0,"1",0.021978022,0,2,"0",0,3,2,0,6.11589212548303,3930,13.8660173431345,"0",3,"0"
"9770",16,"0",6,1,0,0,0,"0",0,0,2,"0",1,4,3,0,7.9391588179568,8519,2.19722457733622,"1",10,"0"
"9771",33,"0",11,0,0,0,0,"1",0,0,2,"1",2,2,2,2,5.62401750618734,1184,0,"1",1,"1"
"9772",19,"0",10,0,0,0,0,"1",0.033333333,0,1,"0",0,2,2,0,5.09375020080676,3855,0,"0",2,"0"
"9773",31,"0",5,0,0,0,0,"1",0,0,2,"0",1,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"9775",18,"0",6,0,0,0,0,"0",0.037037037,0.055555556,2,"0",0,0,5,1,0,1230,11.7214588050335,"1",2,"1"
"9776",17,"0",10,1,0,0,0,"1",0,0,3,"0",1,4,1,0,6.43133108193348,8145,9.42722437311925,"0",6,"0"
"9779",18,"0",6,0,0,0,0,"0",0.027777778,0,2,"0",0,1,3,0,5.55682806169954,473,0,"1",0,"1"
"9780",16,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.02997291170639,2887,12.1808471409781,"0",3,"0"
"9782",13,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,4.9416424226093,2052,15.7562180538023,"1",0,"1"
"9783",15,"0",14,1,0,0,0,"1",0.061728395,0,3,"0",0,6,1,0,5.27811465923052,8205,0,"1",3,"0"
